;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Privado;3_Entre 35 y 44 años;1_Hombre;193.849;193.916;195.538;197.112;198.185;200.369;202.214;204.236;207.131;208.955;210.419;210.476;212.538;211.779;214.786;216.833;219.603;223.074;225.046;227.748;231.153;234.325;236.799;237.962;241.145;244.436;248.367;252.066;259.304;266.169;271.287;275.626;279.675;282.780;286.194;287.099;290.478;291.627;294.456;297.023;300.695;303.978;307.834;310.653;313.632;317.576;320.522;320.988;325.073;325.654;328.333;330.856;332.779;335.127;338.225;340.569;342.715;345.505;347.677;347.213;349.592;349.805;349.963;351.038;351.896;353.038;354.810;358.434;361.536;364.360;365.327;364.544;365.127;364.133;365.386;364.082;364.614;365.288;366.038;365.796;366.000;364.671;362.359;357.850;354.978;352.323;351.400;349.531;348.505;348.580;348.436;349.146;349.400;350.574;350.510;349.311;349.108;347.681;349.401;348.594;348.732;348.525;349.796;350.214;350.998;352.499;353.240;352.284;353.725;353.051;354.563;355.830;356.734;357.529;358.806;360.209;360.893;362.383;362.729;361.005;360.764;359.754;359.658;360.284;360.167;360.477;361.948;362.065;362.732;361.843;362.032;360.453;361.699;360.569;358.257;344.265;334.694;332.425;332.430;331.166;331.994;333.895;335.076;334.597;334.149;334.964;336.696;336.898;338.799;340.802;341.586;342.536;344.377;346.124;346.815;346.597;347.040;347.408;349.612;349.688;351.569;352.203;353.833;355.943;357.191;358.259;358.486;356.569;355.131;353.369;354.566
;1_Privado;3_Entre 35 y 44 años;2_Mujer;102.916;102.770;103.412;104.613;105.362;106.357;107.228;108.226;109.842;111.044;112.077;112.472;113.741;112.939;114.278;116.036;117.581;119.335;120.654;122.097;124.518;126.404;127.951;128.809;130.248;131.458;133.440;135.991;139.685;142.824;145.345;147.870;150.414;152.693;154.595;155.539;157.613;157.829;159.453;161.667;163.993;165.523;167.150;168.613;170.529;172.604;174.235;174.767;176.481;176.461;177.686;179.264;181.280;182.570;183.861;184.766;186.518;188.055;188.791;189.236;190.961;191.179;191.104;191.818;193.407;194.179;195.027;196.214;197.840;199.031;199.655;199.725;200.127;199.793;200.097;200.530;201.434;202.006;202.225;202.279;203.361;203.520;203.165;202.553;201.839;200.483;199.096;198.383;198.242;197.579;197.019;196.793;197.623;198.057;197.912;197.535;197.647;197.241;197.346;197.384;198.340;199.034;199.601;200.056;201.171;202.093;202.671;202.534;203.324;203.122;203.253;204.404;205.310;205.840;206.335;207.046;208.430;209.305;209.634;209.570;209.787;208.995;208.808;209.969;210.432;210.742;211.184;211.323;212.451;212.759;213.192;212.770;212.901;212.099;211.115;205.083;197.562;193.163;190.877;189.890;190.400;191.189;192.010;191.750;192.316;192.618;193.516;194.261;195.194;196.200;197.324;198.478;200.067;201.489;202.090;202.081;203.154;203.699;204.592;205.539;207.175;207.805;208.490;209.743;210.982;212.042;212.341;212.122;212.526;212.234;212.775
;1_Privado;4_Entre 45 y 64 años;1_Hombre;162.290;163.143;165.038;166.413;167.687;170.026;171.426;173.238;176.021;178.024;179.615;180.295;182.548;182.172;185.016;187.318;190.471;194.710;197.665;200.655;204.372;207.949;211.150;213.097;217.016;220.039;224.236;227.552;234.218;241.168;246.882;251.724;256.107;260.176;263.982;266.132;270.468;272.814;276.048;278.800;283.124;286.874;291.301;294.956;298.377;302.456;305.916;307.319;311.325;312.910;315.810;318.140;320.340;323.281;327.225;330.334;333.090;335.980;338.113;338.485;341.183;341.772;342.177;342.841;343.768;345.306;347.164;350.308;353.171;355.201;356.544;356.131;356.416;355.443;356.546;355.886;356.005;357.074;358.222;358.440;359.037;358.282;356.845;353.836;351.561;349.023;348.004;346.433;345.744;346.044;346.527;347.247;348.140;349.266;349.446;348.859;348.199;347.346;348.655;347.700;347.823;348.227;350.381;351.676;352.715;354.157;354.976;354.955;355.872;355.131;356.426;357.264;358.396;359.895;361.675;363.337;364.194;365.714;366.254;365.495;365.405;364.627;365.049;365.955;366.036;366.857;368.160;368.411;369.162;368.932;368.920;367.766;368.105;366.781;365.399;354.631;346.264;343.744;342.680;341.397;341.869;343.124;343.769;343.524;342.594;342.964;344.763;344.922;346.297;348.672;350.003;351.354;353.215;354.921;355.809;355.962;356.297;356.666;358.222;358.617;360.573;362.235;364.570;367.141;368.927;370.796;371.859;371.070;370.190;369.347;371.490
;1_Privado;4_Entre 45 y 64 años;2_Mujer;77.117;77.677;78.587;79.541;80.561;81.663;82.571;83.798;85.183;86.336;87.458;88.310;89.725;89.518;91.223;93.054;94.936;97.164;99.013;100.912;103.267;105.500;107.494;109.260;111.723;113.216;115.408;117.569;121.037;124.452;127.352;130.287;133.263;135.945;138.319;140.219;143.046;144.467;147.070;149.750;152.775;155.115;157.565;159.951;162.375;165.127;167.162;168.449;170.916;171.753;173.559;175.543;177.778;179.751;181.653;183.344;185.311;187.299;188.810;189.590;191.215;191.534;191.951;192.449;193.632;194.411;195.206;196.267;197.597;198.571;199.204;199.459;199.822;199.884;200.402;200.734;201.507;202.184;202.725;203.035;203.911;204.243;204.419;204.256;203.924;202.907;202.267;201.875;202.084;202.069;202.006;202.220;202.887;203.263;203.296;203.136;203.225;203.179;203.394;203.412;204.372;204.990;206.208;207.136;208.414;209.372;209.841;209.970;210.305;210.402;210.751;211.335;212.302;213.105;213.842;214.657;215.858;216.828;217.456;217.544;218.070;217.681;218.087;218.894;219.603;220.184;220.570;220.837;221.753;222.164;222.433;222.371;222.378;221.919;221.704;218.041;212.609;208.863;206.694;205.747;205.571;205.852;206.192;206.320;206.667;206.917;207.905;208.371;209.408;210.256;211.376;212.484;213.759;214.716;215.526;215.995;216.495;216.834;217.666;218.504;219.990;220.952;221.895;222.984;224.046;225.015;225.625;225.829;226.148;226.142;226.610
;1_Privado;5_65 años y más;1_Hombre;11.810;11.808;11.925;11.989;12.018;12.188;12.361;12.531;12.800;12.940;13.074;13.114;13.239;13.184;13.378;13.496;13.741;14.159;14.394;14.581;14.894;15.191;15.421;15.565;15.892;16.065;16.416;16.657;17.153;17.700;18.278;18.705;19.105;19.530;19.955;20.287;20.662;20.871;21.212;21.447;21.932;22.259;22.674;23.072;23.332;23.860;24.239;24.483;24.911;25.083;25.337;25.543;25.820;26.061;26.399;26.706;27.041;27.291;27.599;27.787;27.834;27.775;27.943;27.911;28.002;28.141;28.284;28.553;28.856;28.995;29.114;29.121;29.173;29.080;29.190;29.012;28.995;29.086;29.252;29.263;29.402;29.497;29.528;29.496;29.251;29.006;28.895;28.682;28.593;28.622;28.666;28.745;28.803;28.882;28.887;28.916;28.819;28.665;28.797;28.750;28.812;28.788;29.141;29.245;29.407;29.553;29.749;29.939;29.963;29.838;30.105;30.139;30.273;30.508;30.682;30.830;30.928;31.082;31.188;31.283;31.160;31.028;31.070;31.034;31.065;31.166;31.209;31.288;31.374;31.454;31.630;31.709;31.607;31.542;31.582;31.249;30.721;30.119;29.738;29.572;29.520;29.461;29.505;29.598;29.303;29.084;29.076;28.902;28.938;28.926;29.006;29.131;29.119;29.141;29.219;29.405;29.203;29.025;28.959;28.801;28.928;28.985;29.043;29.313;29.384;29.493;29.538;29.559;29.274;29.056;29.124
;1_Privado;5_65 años y más;2_Mujer;4.025;4.051;4.065;4.110;4.165;4.225;4.283;4.347;4.398;4.469;4.557;4.608;4.674;4.709;4.796;4.922;5.035;5.142;5.299;5.433;5.613;5.796;5.967;6.089;6.300;6.434;6.609;6.739;6.912;7.108;7.306;7.540;7.733;7.973;8.209;8.376;8.645;8.764;9.005;9.256;9.574;9.793;10.076;10.334;10.595;10.887;11.093;11.311;11.591;11.762;11.974;12.254;12.427;12.681;12.881;13.151;13.383;13.596;13.830;13.994;14.214;14.321;14.479;14.570;14.702;14.839;14.969;15.076;15.246;15.395;15.524;15.642;15.744;15.829;15.921;16.014;16.167;16.324;16.432;16.550;16.674;16.834;16.900;16.925;17.017;17.003;17.053;17.036;17.140;17.229;17.344;17.534;17.617;17.741;17.866;18.038;18.060;18.072;18.190;18.265;18.415;18.532;18.795;19.000;19.154;19.316;19.393;19.584;19.721;19.719;19.875;20.049;20.225;20.353;20.624;20.785;20.951;21.185;21.332;21.467;21.567;21.554;21.645;21.784;21.839;21.880;21.997;22.115;22.228;22.368;22.475;22.547;22.652;22.667;22.843;22.886;22.775;22.551;22.443;22.400;22.400;22.399;22.428;22.524;22.486;22.435;22.463;22.453;22.471;22.494;22.529;22.541;22.558;22.659;22.805;22.916;22.916;22.819;22.816;22.713;22.723;22.760;22.782;22.771;22.831;22.852;22.861;22.947;22.815;22.716;22.657
;2_Público;0_Menor a 15 años;1_Hombre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2_Público;0_Menor a 15 años;2_Mujer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2_Público;1_Entre 15 y 24 años;1_Hombre;8.245;9.089;9.494;10.130;10.119;10.189;9.838;9.391;10.037;10.440;10.455;10.432;9.510;10.750;11.205;11.393;11.489;11.613;11.705;11.799;12.207;12.350;12.530;12.538;11.502;12.414;12.646;12.855;12.823;12.754;12.693;12.684;12.987;13.180;13.667;13.672;12.730;13.940;15.276;15.737;15.087;15.365;15.457;15.535;15.708;15.901;16.332;16.053;15.658;17.465;17.123;17.153;17.170;17.553;17.715;17.709;17.900;17.872;18.201;17.736;16.957;17.601;17.712;17.713;17.829;17.987;18.112;17.983;18.303;18.475;18.478;17.902;17.636;17.942;18.041;18.460;18.579;18.713;18.771;18.722;18.624;18.277;17.953;17.393;16.010;15.924;16.188;15.871;15.900;16.025;15.962;15.722;15.578;15.532;15.408;15.174;14.971;15.237;15.136;14.875;15.286;14.868;14.491;14.935;14.804;14.617;14.366;14.081;14.030;13.963;13.910;13.730;13.960;13.822;13.566;13.263;13.016;13.133;12.943;12.651;12.310;12.634;12.504;11.498;11.334;10.970;10.715;10.462;11.074;10.861;10.990;10.631;10.153;10.191;10.014;9.556;9.376;9.098;8.758;8.710;9.030;8.892;8.711;8.558;8.513;8.429;8.170;8.134;8.272;8.223;8.119;7.966;8.468;8.283;8.077;7.875;7.957;8.186;8.336;8.218;8.413;8.439;8.351;8.474;9.050;8.995;9.019;9.736;9.798;9.750;9.306
;2_Público;1_Entre 15 y 24 años;2_Mujer;7.154;7.414;7.470;8.203;8.641;8.875;8.310;7.992;9.443;10.029;10.013;10.175;9.090;9.831;10.071;10.281;10.405;10.698;10.670;10.733;11.170;11.699;11.858;11.919;10.660;11.239;11.308;11.378;11.360;11.309;11.140;10.967;11.480;11.751;12.527;13.026;12.407;14.372;16.469;17.234;16.274;16.514;16.689;16.442;16.815;17.107;17.805;17.687;17.152;20.012;19.626;19.736;19.864;19.991;19.729;19.699;19.819;19.774;19.749;19.532;18.125;19.130;19.564;19.868;19.400;19.991;20.138;19.863;20.415;20.681;20.556;19.737;19.557;19.848;19.918;19.737;20.135;20.550;20.401;19.452;19.464;18.982;18.448;17.750;16.464;16.440;16.597;16.253;16.954;16.338;16.807;16.504;16.478;16.539;16.352;15.909;15.503;15.964;15.736;15.526;16.517;15.918;15.115;15.989;15.922;15.749;15.625;15.321;15.289;15.282;14.979;14.704;15.453;15.206;14.901;14.506;14.488;14.324;14.184;13.759;13.648;13.700;13.358;12.476;12.980;12.579;12.315;11.452;12.776;12.614;12.533;12.147;11.552;11.798;11.495;11.016;10.777;10.476;10.128;10.052;10.813;10.680;10.400;10.303;10.112;10.024;9.705;9.544;10.384;10.470;10.134;9.862;10.637;10.350;10.084;9.820;9.684;9.894;10.189;9.847;10.140;9.993;9.859;9.991;11.542;11.296;11.093;11.308;11.377;11.513;11.160
;2_Público;2_Entre 25 y 34 años;1_Hombre;36.858;37.932;38.590;40.369;40.992;41.521;40.795;40.159;42.930;44.197;44.854;45.132;43.111;46.754;48.018;48.953;50.106;51.250;51.872;52.634;53.360;54.366;55.278;55.738;53.679;56.003;57.000;58.522;59.067;59.446;59.936;59.766;60.659;61.753;62.780;63.250;60.868;63.781;65.783;67.229;67.511;68.694;69.427;70.048;70.628;71.714;72.889;73.226;71.243;74.196;74.196;75.296;76.543;77.548;78.206;78.681;79.147;79.905;81.016;80.936;78.016;80.091;81.100;82.068;82.545;83.619;84.516;84.744;86.337;87.968;89.362;89.074;87.692;88.718;89.468;89.928;90.817;91.134;91.777;91.946;92.028;92.598;92.649;92.132;88.381;88.687;89.377;89.317;89.565;89.887;90.654;91.036;90.403;91.567;92.474;92.849;91.480;92.507;92.995;93.327;93.618;93.545;92.734;93.993;93.612;94.366;94.941;95.212;94.081;94.372;94.553;94.761;95.262;95.808;95.965;95.479;95.004;95.987;96.501;96.388;94.197;94.625;93.936;92.562;92.183;90.912;90.412;88.858;89.738;90.198;90.510;89.918;87.328;87.468;86.973;86.649;85.656;84.834;83.734;83.481;82.734;82.045;81.927;81.778;80.130;80.352;80.107;79.780;79.306;79.182;78.713;78.181;77.405;76.740;76.627;76.571;74.448;75.380;75.791;75.560;75.202;75.448;75.405;75.553;75.068;75.078;75.412;76.249;74.585;74.863;74.290
;2_Público;2_Entre 25 y 34 años;2_Mujer;37.626;37.747;37.885;40.888;42.693;43.683;42.329;41.485;45.998;47.882;48.635;48.854;46.310;48.682;49.887;51.048;52.184;53.256;54.069;54.888;55.826;57.469;58.327;58.659;55.890;57.646;58.261;59.665;60.650;60.834;60.986;60.471;61.618;62.874;64.601;65.649;63.532;66.784;69.571;71.215;71.493;72.916;73.816;74.247;74.590;75.987;77.672;78.291;76.792;82.038;82.350;83.241;84.477;85.641;85.663;86.032;86.073;87.391;89.078;89.712;84.874;87.988;89.857;91.344;91.867;93.260;93.927;93.948;96.102;98.426;100.564;100.057;98.064;99.199;100.022;100.310;102.045;102.847;103.639;102.933;103.116;103.601;103.683;103.358;98.708;98.890;99.726;100.009;100.238;100.362;102.247;102.478;101.529;103.171;104.483;105.265;102.810;104.442;105.315;105.869;106.594;106.854;105.512;107.985;107.739;109.420;110.810;111.973;110.085;110.912;111.142;111.941;113.281;114.341;115.021;113.331;112.814;114.085;114.995;115.164;112.093;112.714;112.103;111.245;110.855;109.566;109.154;106.634;108.562;109.567;109.890;109.549;104.965;105.426;104.926;104.889;103.284;102.836;101.806;101.533;100.337;99.660;99.610;99.396;95.829;96.071;95.978;96.041;95.729;95.483;95.173;94.560;93.157;92.438;92.085;92.148;87.654;89.114;89.696;89.650;89.116;89.422;89.511;89.528;88.958;89.064;89.428;89.950;86.670;87.104;87.140
;2_Público;3_Entre 35 y 44 años;1_Hombre;49.506;49.800;49.890;50.960;51.444;51.664;51.426;51.014;52.407;53.092;53.446;53.507;52.253;54.525;55.191;55.669;56.101;56.803;57.139;57.516;57.854;58.296;59.016;59.220;58.226;59.653;60.101;61.385;61.809;62.153;62.433;62.261;62.605;63.157;63.414;63.666;62.226;63.311;64.026;64.569;64.923;65.350;65.626;65.907;66.099;66.717;67.217;67.363;66.526;67.853;68.018;68.865;69.862;70.499;70.890;71.180;71.577;72.090;72.808;72.689;71.292;72.304;72.886;73.271;73.578;74.410;75.002;75.298;76.304;77.185;78.043;78.145;77.287;77.944;78.492;78.843;79.454;79.859;80.145;80.306;80.734;81.139;81.352;81.252;79.051;79.539;79.827;79.988;80.303;80.727;81.001;81.311;81.480;82.433;83.084;83.341;82.827;83.436;83.928;84.367;84.858;85.032;85.300;85.801;85.740;86.380;86.895;87.293;87.083;87.429;87.559;87.822;88.389;88.831;89.041;89.134;89.166;89.841;90.111;90.316;89.143;89.437;89.364;88.914;89.696;88.790;89.010;89.034;89.381;89.968;90.539;90.644;89.658;90.076;90.150;90.197;90.318;90.250;90.032;90.114;89.944;89.746;90.177;90.377;89.875;90.347;90.549;90.758;91.063;91.271;91.436;91.549;91.563;91.682;92.101;92.476;91.433;92.471;92.978;93.196;93.820;94.599;94.923;95.368;95.653;95.735;96.419;96.949;96.491;97.162;96.865
